Timestamp,Packets_per_sec,Packet_Size
2025-11-05 01:14:06.874557,4791,1938
2025-11-05 01:14:07.874557,3916,1879
2025-11-05 01:14:08.874557,4281,345
2025-11-05 01:14:09.874557,2754,806
2025-11-05 01:14:10.874557,2027,845
2025-11-05 01:14:11.874557,1935,611
2025-11-05 01:14:12.874557,468,764
2025-11-05 01:14:13.874557,3648,353
2025-11-05 01:14:14.874557,2403,1559
2025-11-05 01:14:15.874557,2730,1524
2025-11-05 01:14:16.874557,702,1554
2025-11-05 01:14:17.874557,3842,656
2025-11-05 01:14:18.874557,4860,1240
2025-11-05 01:14:19.874557,4346,1379
2025-11-05 01:14:20.874557,3795,1612
2025-11-05 01:14:21.874557,1427,974
2025-11-05 01:14:22.874557,219,1752
2025-11-05 01:14:23.874557,2434,987
2025-11-05 01:14:24.874557,4431,1487
2025-11-05 01:14:25.874557,1666,550
2025-11-05 01:14:26.874557,2844,1977
2025-11-05 01:14:27.874557,4489,578
2025-11-05 01:14:28.874557,2149,1005
2025-11-05 01:14:29.874557,2406,206
2025-11-05 01:14:30.874557,3334,1294
2025-11-05 01:14:31.874557,371,148
2025-11-05 01:14:32.874557,2570,434
2025-11-05 01:14:33.874557,3611,1174
2025-11-05 01:14:34.874557,1825,614
2025-11-05 01:14:35.874557,3858,326
2025-11-05 01:14:36.874557,764,1918
2025-11-05 01:14:37.874557,527,1278
2025-11-05 01:14:38.874557,2267,897
2025-11-05 01:14:39.874557,4054,1731
2025-11-05 01:14:40.874557,3039,1260
2025-11-05 01:14:41.874557,4398,1200
2025-11-05 01:14:42.874557,3714,801
2025-11-05 01:14:43.874557,3122,360
2025-11-05 01:14:44.874557,2168,803
2025-11-05 01:14:45.874557,2261,1099
2025-11-05 01:14:46.874557,2339,597
2025-11-05 01:14:47.874557,720,1599
2025-11-05 01:14:48.874557,2331,1453
2025-11-05 01:14:49.874557,4584,1538
2025-11-05 01:14:50.874557,4266,1520
2025-11-05 01:14:51.874557,3727,223
2025-11-05 01:14:52.874557,3631,1698
2025-11-05 01:14:53.874557,1569,1717
2025-11-05 01:14:54.874557,4358,350
2025-11-05 01:14:55.874557,1679,956
2025-11-05 01:14:56.874557,4561,1363
2025-11-05 01:14:57.874557,812,1566
2025-11-05 01:14:58.874557,722,1607
2025-11-05 01:14:59.874557,3098,1992
2025-11-05 01:15:00.874557,731,1027
2025-11-05 01:15:01.874557,847,105
2025-11-05 01:15:02.874557,1403,123
2025-11-05 01:15:03.874557,3056,1953
2025-11-05 01:15:04.874557,4773,147
2025-11-05 01:15:05.874557,4865,1370
2025-11-05 01:15:06.874557,1780,1998
2025-11-05 01:15:07.874557,2686,961
2025-11-05 01:15:08.874557,3727,1889
2025-11-05 01:15:09.874557,2103,1427
2025-11-05 01:15:10.874557,2579,850
2025-11-05 01:15:11.874557,1053,1898
2025-11-05 01:15:12.874557,1392,1605
2025-11-05 01:15:13.874557,4740,1971
2025-11-05 01:15:14.874557,4519,1036
2025-11-05 01:15:15.874557,873,823
2025-11-05 01:15:16.874557,3335,534
2025-11-05 01:15:17.874557,2114,667
2025-11-05 01:15:18.874557,3115,1983
2025-11-05 01:15:19.874557,2627,346
2025-11-05 01:15:20.874557,3736,1534
2025-11-05 01:15:21.874557,2694,1791
2025-11-05 01:15:22.874557,1929,999
2025-11-05 01:15:23.874557,127,546
2025-11-05 01:15:24.874557,3575,1440
2025-11-05 01:15:25.874557,3964,541
2025-11-05 01:15:26.874557,4421,290
2025-11-05 01:15:27.874557,1485,1587
2025-11-05 01:15:28.874557,4202,1011
2025-11-05 01:15:29.874557,4128,1038
2025-11-05 01:15:30.874557,2813,316
2025-11-05 01:15:31.874557,1952,212
2025-11-05 01:15:32.874557,2349,536
2025-11-05 01:15:33.874557,1217,338
2025-11-05 01:15:34.874557,1064,544
2025-11-05 01:15:35.874557,677,525
2025-11-05 01:15:36.874557,1356,1542
2025-11-05 01:15:37.874557,3898,1283
2025-11-05 01:15:38.874557,724,1530
2025-11-05 01:15:39.874557,2479,283
2025-11-05 01:15:40.874557,2912,1361
2025-11-05 01:15:41.874557,4117,1714
2025-11-05 01:15:42.874557,3958,552
2025-11-05 01:15:43.874557,2307,1115
2025-11-05 01:15:44.874557,2807,1219
2025-11-05 01:15:45.874557,4585,1593
2025-11-05 01:15:46.874557,2539,1335
2025-11-05 01:15:47.874557,2879,564
2025-11-05 01:15:48.874557,323,907
2025-11-05 01:15:49.874557,2336,183
2025-11-05 01:15:50.874557,3109,1204
2025-11-05 01:15:51.874557,2070,563
2025-11-05 01:15:52.874557,3569,631
2025-11-05 01:15:53.874557,3779,860
2025-11-05 01:15:54.874557,157,1502
2025-11-05 01:15:55.874557,994,782
2025-11-05 01:15:56.874557,4799,198
2025-11-05 01:15:57.874557,2210,1420
2025-11-05 01:15:58.874557,1819,976
2025-11-05 01:15:59.874557,3219,934
2025-11-05 01:16:00.874557,279,899
2025-11-05 01:16:01.874557,3146,1084
2025-11-05 01:16:02.874557,4422,1183
2025-11-05 01:16:03.874557,3058,159
2025-11-05 01:16:04.874557,4773,1610
2025-11-05 01:16:05.874557,3582,1863
2025-11-05 01:16:06.874557,3251,606
2025-11-05 01:16:07.874557,1325,1890
2025-11-05 01:16:08.874557,2456,1912
2025-11-05 01:16:09.874557,4878,1392
2025-11-05 01:16:10.874557,601,1784
2025-11-05 01:16:11.874557,699,492
2025-11-05 01:16:12.874557,506,1677
2025-11-05 01:16:13.874557,3597,1170
2025-11-05 01:16:14.874557,2196,1691
2025-11-05 01:16:15.874557,2445,984
2025-11-05 01:16:16.874557,1301,1809
2025-11-05 01:16:17.874557,4676,1476
2025-11-05 01:16:18.874557,2164,1511
2025-11-05 01:16:19.874557,1473,1062
2025-11-05 01:16:20.874557,2974,1183
2025-11-05 01:16:21.874557,756,1105
2025-11-05 01:16:22.874557,4239,906
2025-11-05 01:16:23.874557,2721,937
2025-11-05 01:16:24.874557,2844,218
2025-11-05 01:16:25.874557,4882,1179
2025-11-05 01:16:26.874557,1956,300
2025-11-05 01:16:27.874557,3517,1234
2025-11-05 01:16:28.874557,117,1688
2025-11-05 01:16:29.874557,2971,956
2025-11-05 01:16:30.874557,4378,819
2025-11-05 01:16:31.874557,1312,944
2025-11-05 01:16:32.874557,352,1105
2025-11-05 01:16:33.874557,3059,1036
2025-11-05 01:16:34.874557,3184,1881
2025-11-05 01:16:35.874557,262,1467
2025-11-05 01:16:36.874557,492,268
2025-11-05 01:16:37.874557,1772,1327
2025-11-05 01:16:38.874557,1826,1736
2025-11-05 01:16:39.874557,4645,1840
2025-11-05 01:16:40.874557,3837,577
2025-11-05 01:16:41.874557,4717,400
2025-11-05 01:16:42.874557,1988,352
2025-11-05 01:16:43.874557,4981,1160
2025-11-05 01:16:44.874557,4327,1479
2025-11-05 01:16:45.874557,3564,1134
2025-11-05 01:16:46.874557,4427,1862
2025-11-05 01:16:47.874557,4428,1021
2025-11-05 01:16:48.874557,2309,936
2025-11-05 01:16:49.874557,4382,1735
2025-11-05 01:16:50.874557,3100,109
2025-11-05 01:16:51.874557,2331,447
2025-11-05 01:16:52.874557,1138,1705
2025-11-05 01:16:53.874557,2084,227
2025-11-05 01:16:54.874557,1842,1547
2025-11-05 01:16:55.874557,4219,376
2025-11-05 01:16:56.874557,2406,327
2025-11-05 01:16:57.874557,4625,821
2025-11-05 01:16:58.874557,2416,658
2025-11-05 01:16:59.874557,4659,1476
2025-11-05 01:17:00.874557,3934,760
2025-11-05 01:17:01.874557,4839,849
2025-11-05 01:17:02.874557,4148,1638
2025-11-05 01:17:03.874557,3793,1308
2025-11-05 01:17:04.874557,4903,1155
2025-11-05 01:17:05.874557,214,870
2025-11-05 01:17:06.874557,1171,604
2025-11-05 01:17:07.874557,1073,1355
2025-11-05 01:17:08.874557,4464,1776
2025-11-05 01:17:09.874557,4266,1901
2025-11-05 01:17:10.874557,2459,347
2025-11-05 01:17:11.874557,2065,297
2025-11-05 01:17:12.874557,3570,1876
2025-11-05 01:17:13.874557,3639,732
2025-11-05 01:17:14.874557,1747,910
2025-11-05 01:17:15.874557,2500,1819
2025-11-05 01:17:16.874557,3444,645
2025-11-05 01:17:17.874557,485,1242
2025-11-05 01:17:18.874557,4852,1503
2025-11-05 01:17:19.874557,4019,851
2025-11-05 01:17:20.874557,2706,1450
2025-11-05 01:17:21.874557,1071,855
2025-11-05 01:17:22.874557,975,1523
2025-11-05 01:17:23.874557,2605,1358
2025-11-05 01:17:24.874557,4210,355
2025-11-05 01:17:25.874557,261,291
2025-11-05 01:17:26.874557,779,850
2025-11-05 01:17:27.874557,220,524
2025-11-05 01:17:28.874557,3854,1228
2025-11-05 01:17:29.874557,3712,493
2025-11-05 01:17:30.874557,1864,315
2025-11-05 01:17:31.874557,2153,795
2025-11-05 01:17:32.874557,168,1475
2025-11-05 01:17:33.874557,2931,971
2025-11-05 01:17:34.874557,972,863
2025-11-05 01:17:35.874557,2662,1909
2025-11-05 01:17:36.874557,1568,193
2025-11-05 01:17:37.874557,4907,441
2025-11-05 01:17:38.874557,3139,908
2025-11-05 01:17:39.874557,3072,822
2025-11-05 01:17:40.874557,816,1228
2025-11-05 01:17:41.874557,656,265
2025-11-05 01:17:42.874557,4607,1341
2025-11-05 01:17:43.874557,1373,1154
2025-11-05 01:17:44.874557,3778,1845
2025-11-05 01:17:45.874557,4035,961
2025-11-05 01:17:46.874557,3368,1382
2025-11-05 01:17:47.874557,419,652
2025-11-05 01:17:48.874557,1182,1231
2025-11-05 01:17:49.874557,2186,1948
2025-11-05 01:17:50.874557,4406,1422
2025-11-05 01:17:51.874557,3853,1116
2025-11-05 01:17:52.874557,2118,1541
2025-11-05 01:17:53.874557,2553,964
2025-11-05 01:17:54.874557,238,547
2025-11-05 01:17:55.874557,2495,1846
2025-11-05 01:17:56.874557,654,1532
2025-11-05 01:17:57.874557,428,437
2025-11-05 01:17:58.874557,694,1604
2025-11-05 01:17:59.874557,1686,1434
2025-11-05 01:18:00.874557,4929,776
2025-11-05 01:18:01.874557,3081,1485
2025-11-05 01:18:02.874557,2123,1246
2025-11-05 01:18:03.874557,764,1101
2025-11-05 01:18:04.874557,4467,1931
2025-11-05 01:18:05.874557,4882,1387
2025-11-05 01:18:06.874557,2522,854
2025-11-05 01:18:07.874557,4592,1172
2025-11-05 01:18:08.874557,2598,998
2025-11-05 01:18:09.874557,4953,393
2025-11-05 01:18:10.874557,2946,1648
2025-11-05 01:18:11.874557,512,610
2025-11-05 01:18:12.874557,3105,391
2025-11-05 01:18:13.874557,4091,1939
2025-11-05 01:18:14.874557,2108,1686
2025-11-05 01:18:15.874557,4492,123
2025-11-05 01:18:16.874557,4708,1542
2025-11-05 01:18:17.874557,1605,931
2025-11-05 01:18:18.874557,4271,744
2025-11-05 01:18:19.874557,2493,543
2025-11-05 01:18:20.874557,928,328
2025-11-05 01:18:21.874557,424,1315
2025-11-05 01:18:22.874557,158,1824
2025-11-05 01:18:23.874557,4363,1385
2025-11-05 01:18:24.874557,4760,507
2025-11-05 01:18:25.874557,2876,971
2025-11-05 01:18:26.874557,4017,121
2025-11-05 01:18:27.874557,1437,1525
2025-11-05 01:18:28.874557,4097,1813
2025-11-05 01:18:29.874557,167,223
2025-11-05 01:18:30.874557,3528,827
2025-11-05 01:18:31.874557,3804,1524
2025-11-05 01:18:32.874557,1228,1305
2025-11-05 01:18:33.874557,3638,639
2025-11-05 01:18:34.874557,2557,1207
2025-11-05 01:18:35.874557,1809,1245
2025-11-05 01:18:36.874557,949,682
2025-11-05 01:18:37.874557,3387,921
2025-11-05 01:18:38.874557,2999,1282
2025-11-05 01:18:39.874557,87,487
2025-11-05 01:18:40.874557,1158,1662
2025-11-05 01:18:41.874557,2460,199
2025-11-05 01:18:42.874557,337,208
2025-11-05 01:18:43.874557,3938,777
2025-11-05 01:18:44.874557,3619,1925
2025-11-05 01:18:45.874557,1442,469
2025-11-05 01:18:46.874557,3937,1865
2025-11-05 01:18:47.874557,3303,643
2025-11-05 01:18:48.874557,3677,353
2025-11-05 01:18:49.874557,616,406
2025-11-05 01:18:50.874557,2268,1796
2025-11-05 01:18:51.874557,3524,1963
2025-11-05 01:18:52.874557,4783,231
2025-11-05 01:18:53.874557,2127,397
2025-11-05 01:18:54.874557,2573,1868
2025-11-05 01:18:55.874557,1891,1468
2025-11-05 01:18:56.874557,2317,1924
2025-11-05 01:18:57.874557,2135,625
2025-11-05 01:18:58.874557,3766,648
2025-11-05 01:18:59.874557,3059,694
2025-11-05 01:19:00.874557,2480,1686
2025-11-05 01:19:01.874557,2088,112
2025-11-05 01:19:02.874557,4335,100
2025-11-05 01:19:03.874557,3609,788
2025-11-05 01:19:04.874557,3088,588
2025-11-05 01:19:05.874557,4162,1453
2025-11-05 01:19:06.874557,2842,1735
2025-11-05 01:19:07.874557,869,644
2025-11-05 01:19:08.874557,4350,1124
2025-11-05 01:19:09.874557,2733,1738
2025-11-05 01:19:10.874557,2826,626
2025-11-05 01:19:11.874557,4116,1502
2025-11-05 01:19:12.874557,303,102
2025-11-05 01:19:13.874557,363,960
2025-11-05 01:19:14.874557,1227,185
2025-11-05 01:19:15.874557,3641,1891
2025-11-05 01:19:16.874557,4010,1922
2025-11-05 01:19:17.874557,938,1680
2025-11-05 01:19:18.874557,3116,333
2025-11-05 01:19:19.874557,4692,321
2025-11-05 01:19:20.874557,3886,1537
2025-11-05 01:19:21.874557,405,1578
2025-11-05 01:19:22.874557,84,1886
2025-11-05 01:19:23.874557,1837,1334
2025-11-05 01:19:24.874557,109,1228
2025-11-05 01:19:25.874557,517,1978
2025-11-05 01:19:26.874557,2494,1282
2025-11-05 01:19:27.874557,1704,1507
2025-11-05 01:19:28.874557,3988,765
2025-11-05 01:19:29.874557,2728,1376
2025-11-05 01:19:30.874557,1415,1979
2025-11-05 01:19:31.874557,1207,1608
2025-11-05 01:19:32.874557,244,790
2025-11-05 01:19:33.874557,4008,1941
2025-11-05 01:19:34.874557,2754,963
2025-11-05 01:19:35.874557,3114,419
2025-11-05 01:19:36.874557,4678,1895
2025-11-05 01:19:37.874557,3372,1673
2025-11-05 01:19:38.874557,1331,1583
2025-11-05 01:19:39.874557,1373,1934
2025-11-05 01:19:40.874557,1703,972
2025-11-05 01:19:41.874557,135,1957
2025-11-05 01:19:42.874557,961,982
2025-11-05 01:19:43.874557,1856,418
2025-11-05 01:19:44.874557,1762,986
2025-11-05 01:19:45.874557,3282,1563
2025-11-05 01:19:46.874557,1024,1158
2025-11-05 01:19:47.874557,3898,1163
2025-11-05 01:19:48.874557,4060,582
2025-11-05 01:19:49.874557,2969,250
2025-11-05 01:19:50.874557,923,332
2025-11-05 01:19:51.874557,4116,1074
2025-11-05 01:19:52.874557,2422,938
2025-11-05 01:19:53.874557,3461,1960
2025-11-05 01:19:54.874557,4473,1991
2025-11-05 01:19:55.874557,743,1444
2025-11-05 01:19:56.874557,2859,1697
2025-11-05 01:19:57.874557,3449,833
2025-11-05 01:19:58.874557,543,144
2025-11-05 01:19:59.874557,747,1932
2025-11-05 01:20:00.874557,2723,1070
2025-11-05 01:20:01.874557,4823,1517
2025-11-05 01:20:02.874557,1228,430
2025-11-05 01:20:03.874557,4682,647
2025-11-05 01:20:04.874557,537,529
2025-11-05 01:20:05.874557,3754,1506
2025-11-05 01:20:06.874557,4268,552
2025-11-05 01:20:07.874557,2637,1181
2025-11-05 01:20:08.874557,2679,793
2025-11-05 01:20:09.874557,4429,1494
2025-11-05 01:20:10.874557,4653,757
2025-11-05 01:20:11.874557,398,379
2025-11-05 01:20:12.874557,4774,1796
2025-11-05 01:20:13.874557,1360,929
2025-11-05 01:20:14.874557,1240,147
2025-11-05 01:20:15.874557,3733,1643
2025-11-05 01:20:16.874557,621,1772
2025-11-05 01:20:17.874557,885,516
2025-11-05 01:20:18.874557,1607,456
2025-11-05 01:20:19.874557,4080,833
2025-11-05 01:20:20.874557,1396,1482
2025-11-05 01:20:21.874557,3381,1610
2025-11-05 01:20:22.874557,1828,276
2025-11-05 01:20:23.874557,3109,1811
2025-11-05 01:20:24.874557,4289,1139
2025-11-05 01:20:25.874557,3784,1470
2025-11-05 01:20:26.874557,1974,1906
2025-11-05 01:20:27.874557,4532,1416
2025-11-05 01:20:28.874557,3832,1468
2025-11-05 01:20:29.874557,884,1869
2025-11-05 01:20:30.874557,2772,1965
2025-11-05 01:20:31.874557,4025,1192
2025-11-05 01:20:32.874557,110,1313
2025-11-05 01:20:33.874557,742,154
2025-11-05 01:20:34.874557,137,244
2025-11-05 01:20:35.874557,3176,630
2025-11-05 01:20:36.874557,584,682
2025-11-05 01:20:37.874557,3531,1894
2025-11-05 01:20:38.874557,3722,1791
2025-11-05 01:20:39.874557,1322,1923
2025-11-05 01:20:40.874557,2437,347
2025-11-05 01:20:41.874557,2357,416
2025-11-05 01:20:42.874557,872,792
2025-11-05 01:20:43.874557,2361,194
2025-11-05 01:20:44.874557,2651,1966
2025-11-05 01:20:45.874557,1437,995
2025-11-05 01:20:46.874557,2220,1561
2025-11-05 01:20:47.874557,332,192
2025-11-05 01:20:48.874557,3640,164
2025-11-05 01:20:49.874557,1709,1584
2025-11-05 01:20:50.874557,4667,1245
2025-11-05 01:20:51.874557,2096,1279
2025-11-05 01:20:52.874557,4474,1075
2025-11-05 01:20:53.874557,1811,1096
2025-11-05 01:20:54.874557,2684,1259
2025-11-05 01:20:55.874557,1047,744
2025-11-05 01:20:56.874557,661,592
2025-11-05 01:20:57.874557,4065,1983
2025-11-05 01:20:58.874557,2191,1615
2025-11-05 01:20:59.874557,2437,1912
2025-11-05 01:21:00.874557,3373,596
2025-11-05 01:21:01.874557,3982,158
2025-11-05 01:21:02.874557,3556,601
2025-11-05 01:21:03.874557,4791,814
2025-11-05 01:21:04.874557,1469,527
2025-11-05 01:21:05.874557,439,881
2025-11-05 01:21:06.874557,645,1769
2025-11-05 01:21:07.874557,1104,646
2025-11-05 01:21:08.874557,3201,1723
2025-11-05 01:21:09.874557,1744,1992
2025-11-05 01:21:10.874557,4152,750
2025-11-05 01:21:11.874557,990,924
2025-11-05 01:21:12.874557,2744,853
2025-11-05 01:21:13.874557,2174,352
2025-11-05 01:21:14.874557,1037,1185
2025-11-05 01:21:15.874557,1237,1629
2025-11-05 01:21:16.874557,3523,145
2025-11-05 01:21:17.874557,408,1670
2025-11-05 01:21:18.874557,3458,194
2025-11-05 01:21:19.874557,4698,256
2025-11-05 01:21:20.874557,4314,1016
2025-11-05 01:21:21.874557,2414,911
2025-11-05 01:21:22.874557,1638,564
2025-11-05 01:21:23.874557,1708,1267
2025-11-05 01:21:24.874557,1560,1958
2025-11-05 01:21:25.874557,2066,580
2025-11-05 01:21:26.874557,621,850
2025-11-05 01:21:27.874557,2571,834
2025-11-05 01:21:28.874557,1428,161
2025-11-05 01:21:29.874557,1341,1719
2025-11-05 01:21:30.874557,2933,935
2025-11-05 01:21:31.874557,4233,1764
2025-11-05 01:21:32.874557,2038,1761
2025-11-05 01:21:33.874557,3100,992
2025-11-05 01:21:34.874557,4520,1852
2025-11-05 01:21:35.874557,768,1637
2025-11-05 01:21:36.874557,307,1654
2025-11-05 01:21:37.874557,3383,772
2025-11-05 01:21:38.874557,110,1861
2025-11-05 01:21:39.874557,2012,932
2025-11-05 01:21:40.874557,4066,212
2025-11-05 01:21:41.874557,4417,1926
2025-11-05 01:21:42.874557,4052,1413
2025-11-05 01:21:43.874557,2968,971
2025-11-05 01:21:44.874557,4198,816
2025-11-05 01:21:45.874557,1209,758
2025-11-05 01:21:46.874557,3921,1743
2025-11-05 01:21:47.874557,4770,1884
2025-11-05 01:21:48.874557,2748,917
2025-11-05 01:21:49.874557,1221,326
2025-11-05 01:21:50.874557,3495,893
2025-11-05 01:21:51.874557,4804,195
2025-11-05 01:21:52.874557,2380,809
2025-11-05 01:21:53.874557,974,1152
2025-11-05 01:21:54.874557,573,1110
2025-11-05 01:21:55.874557,1976,1456
2025-11-05 01:21:56.874557,4068,826
2025-11-05 01:21:57.874557,3271,599
2025-11-05 01:21:58.874557,1441,649
2025-11-05 01:21:59.874557,4179,975
2025-11-05 01:22:00.874557,358,1919
2025-11-05 01:22:01.874557,4319,1581
2025-11-05 01:22:02.874557,251,1197
2025-11-05 01:22:03.874557,2260,1981
2025-11-05 01:22:04.874557,4126,1438
2025-11-05 01:22:05.874557,2199,1432
2025-11-05 01:22:06.874557,2912,1613
2025-11-05 01:22:07.874557,3351,272
2025-11-05 01:22:08.874557,3885,1184
2025-11-05 01:22:09.874557,4152,1865
2025-11-05 01:22:10.874557,2166,300
2025-11-05 01:22:11.874557,2818,476
2025-11-05 01:22:12.874557,4766,547
2025-11-05 01:22:13.874557,3946,256
2025-11-05 01:22:14.874557,2277,778
2025-11-05 01:22:15.874557,447,1859
2025-11-05 01:22:16.874557,4729,437
2025-11-05 01:22:17.874557,4547,874
2025-11-05 01:22:18.874557,3883,526
2025-11-05 01:22:19.874557,4878,258
2025-11-05 01:22:20.874557,2639,677
2025-11-05 01:22:21.874557,2451,880
2025-11-05 01:22:22.874557,3714,198
2025-11-05 01:22:23.874557,898,420
2025-11-05 01:22:24.874557,3397,1161
2025-11-05 01:22:25.874557,2232,839
2025-11-05 01:22:26.874557,3306,1484
2025-11-05 01:22:27.874557,2528,1943
2025-11-05 01:22:28.874557,50,848
2025-11-05 01:22:29.874557,3417,1238
2025-11-05 01:22:30.874557,4799,534
2025-11-05 01:22:31.874557,4373,460
2025-11-05 01:22:32.874557,1079,1422
2025-11-05 01:22:33.874557,2441,780
2025-11-05 01:22:34.874557,479,1384
2025-11-05 01:22:35.874557,2514,1493
2025-11-05 01:22:36.874557,3047,1879
2025-11-05 01:22:37.874557,1870,171
2025-11-05 01:22:38.874557,1089,549
2025-11-05 01:22:39.874557,4009,1932
2025-11-05 01:22:40.874557,2941,1997
2025-11-05 01:22:41.874557,1906,374
2025-11-05 01:22:42.874557,4179,837
2025-11-05 01:22:43.874557,4249,315
2025-11-05 01:22:44.874557,1079,755
2025-11-05 01:22:45.874557,1136,118
2025-11-05 01:22:46.874557,714,1197
2025-11-05 01:22:47.874557,4743,1207
2025-11-05 01:22:48.874557,2499,748
2025-11-05 01:22:49.874557,2726,586
2025-11-05 01:22:50.874557,673,1996
2025-11-05 01:22:51.874557,3723,1246
2025-11-05 01:22:52.874557,3581,1619
2025-11-05 01:22:53.874557,4710,1500
2025-11-05 01:22:54.874557,3998,678
2025-11-05 01:22:55.874557,3867,1624
2025-11-05 01:22:56.874557,2521,1675
2025-11-05 01:22:57.874557,868,839
2025-11-05 01:22:58.874557,4689,1117
2025-11-05 01:22:59.874557,2061,690
2025-11-05 01:23:00.874557,1936,1885
2025-11-05 01:23:01.874557,4092,365
2025-11-05 01:23:02.874557,4220,442
2025-11-05 01:23:03.874557,1734,1022
2025-11-05 01:23:04.874557,2571,770
2025-11-05 01:23:05.874557,2534,1012
2025-11-05 01:23:06.874557,1548,1618
2025-11-05 01:23:07.874557,3534,859
2025-11-05 01:23:08.874557,860,1533
2025-11-05 01:23:09.874557,2411,1739
2025-11-05 01:23:10.874557,4197,1613
2025-11-05 01:23:11.874557,2008,1333
2025-11-05 01:23:12.874557,411,1614
2025-11-05 01:23:13.874557,2402,994
2025-11-05 01:23:14.874557,2014,788
2025-11-05 01:23:15.874557,2171,351
2025-11-05 01:23:16.874557,1866,1984
2025-11-05 01:23:17.874557,4395,503
2025-11-05 01:23:18.874557,1227,1266
2025-11-05 01:23:19.874557,403,1816
2025-11-05 01:23:20.874557,4989,1785
2025-11-05 01:23:21.874557,655,613
2025-11-05 01:23:22.874557,1909,1290
2025-11-05 01:23:23.874557,4811,1298
2025-11-05 01:23:24.874557,4141,973
2025-11-05 01:23:25.874557,1619,251
2025-11-05 01:23:26.874557,1514,590
2025-11-05 01:23:27.874557,2362,1074
2025-11-05 01:23:28.874557,3970,185
2025-11-05 01:23:29.874557,1160,1158
2025-11-05 01:23:30.874557,2636,1414
2025-11-05 01:23:31.874557,4887,1966
2025-11-05 01:23:32.874557,3491,986
2025-11-05 01:23:33.874557,3700,585
2025-11-05 01:23:34.874557,346,1214
2025-11-05 01:23:35.874557,4835,208
2025-11-05 01:23:36.874557,4603,1917
2025-11-05 01:23:37.874557,4728,1230
2025-11-05 01:23:38.874557,539,1781
2025-11-05 01:23:39.874557,81,1780
2025-11-05 01:23:40.874557,843,283
2025-11-05 01:23:41.874557,381,1130
2025-11-05 01:23:42.874557,661,905
2025-11-05 01:23:43.874557,3147,1662
2025-11-05 01:23:44.874557,4974,411
2025-11-05 01:23:45.874557,2339,1296
2025-11-05 01:23:46.874557,2216,388
2025-11-05 01:23:47.874557,2597,186
2025-11-05 01:23:48.874557,3569,1549
2025-11-05 01:23:49.874557,4025,1450
2025-11-05 01:23:50.874557,2988,1117
2025-11-05 01:23:51.874557,4475,1784
2025-11-05 01:23:52.874557,4781,600
2025-11-05 01:23:53.874557,3030,609
2025-11-05 01:23:54.874557,342,599
2025-11-05 01:23:55.874557,4943,129
2025-11-05 01:23:56.874557,4485,1343
2025-11-05 01:23:57.874557,2405,1101
2025-11-05 01:23:58.874557,2070,906
2025-11-05 01:23:59.874557,1374,1236
2025-11-05 01:24:00.874557,2071,1894
2025-11-05 01:24:01.874557,3267,252
2025-11-05 01:24:02.874557,742,1513
2025-11-05 01:24:03.874557,4984,1662
2025-11-05 01:24:04.874557,4526,1784
2025-11-05 01:24:05.874557,3052,548
2025-11-05 01:24:06.874557,2222,1022
2025-11-05 01:24:07.874557,3979,1808
2025-11-05 01:24:08.874557,3601,163
2025-11-05 01:24:09.874557,2447,1081
2025-11-05 01:24:10.874557,4159,1329
2025-11-05 01:24:11.874557,3078,125
2025-11-05 01:24:12.874557,3255,1642
2025-11-05 01:24:13.874557,3353,1935
2025-11-05 01:24:14.874557,3478,1476
2025-11-05 01:24:15.874557,928,1319
2025-11-05 01:24:16.874557,527,352
2025-11-05 01:24:17.874557,4710,1369
2025-11-05 01:24:18.874557,1157,1156
2025-11-05 01:24:19.874557,3425,864
2025-11-05 01:24:20.874557,2281,818
2025-11-05 01:24:21.874557,4266,1029
2025-11-05 01:24:22.874557,2879,1509
2025-11-05 01:24:23.874557,4867,1956
2025-11-05 01:24:24.874557,3198,1409
2025-11-05 01:24:25.874557,2295,1096
2025-11-05 01:24:26.874557,1379,1084
2025-11-05 01:24:27.874557,1345,1961
2025-11-05 01:24:28.874557,2871,158
2025-11-05 01:24:29.874557,4730,1370
2025-11-05 01:24:30.874557,4039,1724
2025-11-05 01:24:31.874557,3364,1312
2025-11-05 01:24:32.874557,1092,1287
2025-11-05 01:24:33.874557,2277,1627
2025-11-05 01:24:34.874557,984,497
2025-11-05 01:24:35.874557,164,414
2025-11-05 01:24:36.874557,4195,1375
2025-11-05 01:24:37.874557,4583,378
2025-11-05 01:24:38.874557,1910,387
2025-11-05 01:24:39.874557,1112,556
2025-11-05 01:24:40.874557,4091,1662
2025-11-05 01:24:41.874557,3197,584
2025-11-05 01:24:42.874557,971,528
2025-11-05 01:24:43.874557,2355,1848
2025-11-05 01:24:44.874557,2103,659
2025-11-05 01:24:45.874557,3735,1297
2025-11-05 01:24:46.874557,3300,298
2025-11-05 01:24:47.874557,4410,599
2025-11-05 01:24:48.874557,2241,1326
2025-11-05 01:24:49.874557,921,1181
2025-11-05 01:24:50.874557,2053,704
2025-11-05 01:24:51.874557,4512,1437
2025-11-05 01:24:52.874557,197,948
2025-11-05 01:24:53.874557,1773,1841
2025-11-05 01:24:54.874557,4873,1399
2025-11-05 01:24:55.874557,4376,1476
2025-11-05 01:24:56.874557,1147,1830
2025-11-05 01:24:57.874557,1764,634
2025-11-05 01:24:58.874557,880,389
2025-11-05 01:24:59.874557,1551,752
